Row_ID,Insurer,Category,Product_Name,Variant,PPT,PT,Base_Payout_Yr1,Renewal_Yr2,Renewal_Yr3,Renewal_Yr4,Renewal_Yr5,Renewal_Yr6_Plus,Row_Specific_Remarks,Sheet_Level_Notes_And_Conditions,All_Renewal_Years_Raw
507,Digit,,Digit ICON (Non Par),Staggered Maturity,12 & Above,-,0.525,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
508,Digit,,Digit ICON (Non Par),Lumpsum/Income Only,5,-,0.24,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
509,Digit,,Digit ICON (Non Par),Lumpsum/Income Only,6,-,0.3,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
510,Digit,,Digit ICON (Non Par),Lumpsum/Income Only,7,-,0.375,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
511,Digit,,Digit ICON (Non Par),Lumpsum/Income Only,8,-,0.435,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
512,Digit,,Digit ICON (Non Par),Lumpsum/Income Only,10,-,0.6,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
513,Digit,,Digit ICON (Non Par),Lumpsum/Income Only,12 & Above,-,0.64,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
514,Digit,,Digit ICON (Non Par),Early Income,5,-,0.24,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
515,Digit,,Digit ICON (Non Par),Early Income,6,-,0.3,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
516,Digit,,Digit ICON (Non Par),Early Income,7,-,0.375,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
517,Digit,,Digit ICON (Non Par),Early Income,8,-,0.435,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
518,Digit,,Digit ICON (Non Par),Early Income,10,-,0.6,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
519,Digit,,Digit ICON (Non Par),Early Income,12 & Above,-,0.64,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
520,Digit,,Digit Glow Plus,Regular Pay,-,-,0.525,0.015,0.015,0.015,0.015,0.015,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1.5%; year 3: 1.5%; year 4: 1.5%; year 5+: 1.5%
521,Digit,,Digit Glow Plus,Pay Till 60,-,-,0.525,0.015,0.015,0.015,0.015,0.015,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1.5%; year 3: 1.5%; year 4: 1.5%; year 5+: 1.5%
522,Digit,,Digit Glow Plus,Ltd pay 5,-,-,0.375,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
523,Digit,,Digit Glow Plus,Ltd pay 10- 15,-,-,0.525,0.01,0.01,0.01,0.01,0.01,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 1%; year 3: 1%; year 4: 1%; year 5+: 1%
524,Digit,,Guaranteed Annuity(Sukoon),LP/RP,1,-,0.005,,,,,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: —; year 3: —; year 4: —; year 5+: —
525,Digit,,Guaranteed Annuity(Sukoon),LP/RP,5,-,0.255,,,,,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: —; year 3: —; year 4: —; year 5+: —
526,Digit,,Guaranteed Annuity(Sukoon),LP/RP,6,-,0.255,,,,,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: —; year 3: —; year 4: —; year 5+: —
527,Digit,,Guaranteed Annuity(Sukoon),LP/RP,7,-,0.255,,,,,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: —; year 3: —; year 4: —; year 5+: —
528,Digit,,Guaranteed Annuity(Sukoon),LP/RP,8,-,0.33,,,,,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: —; year 3: —; year 4: —; year 5+: —
529,Digit,,Guaranteed Annuity(Sukoon),LP/RP,10,-,0.405,,,,,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: —; year 3: —; year 4: —; year 5+: —
