Row_ID,Insurer,Category,Product_Name,Variant,PPT,PT,Base_Payout_Yr1,Renewal_Yr2,Renewal_Yr3,Renewal_Yr4,Renewal_Yr5,Renewal_Yr6_Plus,Row_Specific_Remarks,Sheet_Level_Notes_And_Conditions,All_Renewal_Years_Raw
41,TATA_AIA,Protection,MRS - SELECT (Offline) - NROP,,2,-,0.13,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
42,TATA_AIA,Protection,MRS - SELECT (Offline) - NROP,,3,-,0.165,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
43,TATA_AIA,Protection,MRS - SELECT (Offline) - NROP,,4,-,0.2,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
44,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Offline) - NROP,,5,-,0.36,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
45,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Offline) - NROP,,6,-,0.375,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
46,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Offline) - NROP,,7 - 9,-,0.39,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
47,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Offline) - NROP,,10,-,0.405,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
48,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Offline) - NROP,,11,-,0.405,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
49,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Offline) - NROP,,12,-,0.43,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
50,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Offline) - NROP,,13,-,0.45,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
51,TATA_AIA,Protection,MRS - SELECT (Digital Discount) - NROP,,2,-,0.035,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
52,TATA_AIA,Protection,MRS - SELECT (Digital Discount) - NROP,,3,-,0.09,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
53,TATA_AIA,Protection,MRS - SELECT (Digital Discount) - NROP,,4,-,0.13,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
54,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Digital Discount) - NROP,,5,-,0.285,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
55,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Digital Discount) - NROP,,6,-,0.3,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
56,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Digital Discount) - NROP,,7 - 9,-,0.315,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
57,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Digital Discount) - NROP,,10,-,0.33,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
58,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Digital Discount) - NROP,,11,-,0.33,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
59,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Digital Discount) - NROP,,12,-,0.35,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
60,TATA_AIA,Protection,MRS - SELECT - (Sum Assured equal & above 2 Crs.)(Digital Discount) - NROP,,13,-,0.375,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
61,TATA_AIA,Protection,MRS - SELECT (Offline) - ROP,,2,-,0.11,0.01,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 1%
